,County,County Code,Year,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,State_Code,County_Name
1210,"Morgan County, IN",18109.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,IN,Morgan County
1220,"Porter County, IN",18127.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,IN,Porter County
1228,"St. Joseph County, IN",18141.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0,IN,St. Joseph County
1238,"Tippecanoe County, IN",18157.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,IN,Tippecanoe County
1242,"Vanderburgh County, IN",18163.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0,IN,Vanderburgh County
1246,"Vigo County, IN",18167.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,IN,Vigo County
1252,"Wayne County, IN",18177.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,IN,Wayne County
1317,"Linn County, IA",19113.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,IA,Linn County
1339,"Polk County, IA",19153.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,48.0,IA,Polk County
1346,"Scott County, IA",19163.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0,IA,Scott County
1363,"Woodbury County, IA",19193.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,IA,Woodbury County
1375,"Butler County, KS",20015.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,KS,Butler County
1391,"Douglas County, KS",20045.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,KS,Douglas County
1415,"Johnson County, KS",20091.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0,KS,Johnson County
1416,"Johnson County, KS",20091.0,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,KS,Johnson County
1424,"Leavenworth County, KS",20103.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,KS,Leavenworth County
1451,"Reno County, KS",20155.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,KS,Reno County
1461,"Sedgwick County, KS",20173.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,61.0,KS,Sedgwick County
1490,"Bell County, KY",21013.0,2013,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,23.0,KY,Bell County
1492,"Boone County, KY",21015.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0,KY,Boone County
1501,"Bullitt County, KY",21029.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,KY,Bullitt County
1506,"Campbell County, KY",21037.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,KY,Campbell County
1513,"Clark County, KY",21049.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,KY,Clark County
1519,"Daviess County, KY",21059.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,KY,Daviess County
1524,"Fayette County, KY",21067.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,54.0,KY,Fayette County
1528,"Floyd County, KY",21071.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,KY,Floyd County
1530,"Franklin County, KY",21073.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,KY,Franklin County
1539,"Greenup County, KY",21089.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,KY,Greenup County
1542,"Hardin County, KY",21093.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,KY,Hardin County
1544,"Harlan County, KY",21095.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,KY,Harlan County
1551,"Hopkins County, KY",21107.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,KY,Hopkins County
1554,"Jefferson County, KY",21111.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,158.0,KY,Jefferson County
1555,"Jefferson County, KY",21111.0,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0,KY,Jefferson County
1556,"Jefferson County, KY",21111.0,2013,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12.0,KY,Jefferson County
1561,"Kenton County, KY",21117.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,51.0,KY,Kenton County
1562,"Kenton County, KY",21117.0,2013,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,13.0,KY,Kenton County
1566,"Knox County, KY",21121.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,KY,Knox County
1579,"McCracken County, KY",21145.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,KY,McCracken County
1583,"Madison County, KY",21151.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,KY,Madison County
1606,"Pike County, KY",21195.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,KY,Pike County
1609,"Pulaski County, KY",21199.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,KY,Pulaski County
1624,"Warren County, KY",21227.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,KY,Warren County
1629,"Whitley County, KY",21235.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,KY,Whitley County
1635,"Ascension Parish, LA",22005.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,LA,Ascension Parish
1641,"Bossier Parish, LA",22015.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,LA,Bossier Parish
1644,"Caddo Parish, LA",22017.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,LA,Caddo Parish
1647,"Calcasieu Parish, LA",22019.0,2013,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,19.0,LA,Calcasieu Parish
1656,"East Baton Rouge Parish, LA",22033.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,52.0,LA,East Baton Rouge Parish
1664,"Iberia Parish, LA",22045.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,LA,Iberia Parish
1668,"Jefferson Parish, LA",22051.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,118.0,LA,Jefferson Parish
1672,"Lafayette Parish, LA",22055.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,LA,Lafayette Parish
1674,"Lafourche Parish, LA",22057.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,LA,Lafourche Parish
1678,"Livingston Parish, LA",22063.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0,LA,Livingston Parish
1683,"Orleans Parish, LA",22071.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,113.0,LA,Orleans Parish
1686,"Ouachita Parish, LA",22073.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,LA,Ouachita Parish
1691,"Rapides Parish, LA",22079.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,LA,Rapides Parish
1697,"St. Bernard Parish, LA",22087.0,2013,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,15.0,LA,St. Bernard Parish
1699,"St. Charles Parish, LA",22089.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,LA,St. Charles Parish
1707,"St. Tammany Parish, LA",22103.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,66.0,LA,St. Tammany Parish
1709,"Tangipahoa Parish, LA",22105.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,LA,Tangipahoa Parish
1712,"Terrebonne Parish, LA",22109.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,LA,Terrebonne Parish
1723,"Androscoggin County, ME",23001.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,ME,Androscoggin County
1728,"Cumberland County, ME",23005.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0,ME,Cumberland County
1729,"Cumberland County, ME",23005.0,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,ME,Cumberland County
1734,"Kennebec County, ME",23011.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,ME,Kennebec County
1740,"Penobscot County, ME",23019.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,ME,Penobscot County
1748,"York County, ME",23031.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,ME,York County
1753,"Anne Arundel County, MD",24003.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,MD,Anne Arundel County
1754,"Anne Arundel County, MD",24003.0,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,MD,Anne Arundel County
1755,"Anne Arundel County, MD",24003.0,2013,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,61.0,MD,Anne Arundel County
1758,"Baltimore County, MD",24005.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0,MD,Baltimore County
1759,"Baltimore County, MD",24005.0,2013,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,104.0,MD,Baltimore County
1762,"Calvert County, MD",24009.0,2013,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0,MD,Calvert County
1765,"Carroll County, MD",24013.0,2013,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,22.0,MD,Carroll County
1767,"Cecil County, MD",24015.0,2013,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,16.0,MD,Cecil County
1771,"Frederick County, MD",24021.0,2013,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,25.0,MD,Frederick County
1775,"Harford County, MD",24025.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,MD,Harford County
1776,"Harford County, MD",24025.0,2013,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,27.0,MD,Harford County
1778,"Howard County, MD",24027.0,2013,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,19.0,MD,Howard County
1781,"Montgomery County, MD",24031.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,MD,Montgomery County
1782,"Montgomery County, MD",24031.0,2013,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,28.0,MD,Montgomery County
1785,"Prince George's County, MD",24033.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,MD,Prince George's County
1786,"Prince George's County, MD",24033.0,2013,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,26.0,MD,Prince George's County
1793,"Washington County, MD",24043.0,2013,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,21.0,MD,Washington County
1795,"Wicomico County, MD",24045.0,2013,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0,MD,Wicomico County
1798,"Baltimore city, MD",24510.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,48.0,MD,Baltimore city
1799,"Baltimore city, MD",24510.0,2013,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,151.0,MD,Baltimore city
1802,"Barnstable County, MA",25001.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,41.0,MA,Barnstable County
1805,"Berkshire County, MA",25003.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,MA,Berkshire County
1808,"Bristol County, MA",25005.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,117.0,MA,Bristol County
1809,"Bristol County, MA",25005.0,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,MA,Bristol County
1810,"Bristol County, MA",25005.0,2013,All other drug-induced causes,D9,16.0,MA,Bristol County
1814,"Essex County, MA",25009.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,108.0,MA,Essex County
1815,"Essex County, MA",25009.0,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,17.0,MA,Essex County
1816,"Essex County, MA",25009.0,2013,All other drug-induced causes,D9,21.0,MA,Essex County
1819,"Franklin County, MA",25011.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,MA,Franklin County
1821,"Hampden County, MA",25013.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,74.0,MA,Hampden County
1824,"Hampshire County, MA",25015.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,MA,Hampshire County
1827,"Middlesex County, MA",25017.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,150.0,MA,Middlesex County
1828,"Middlesex County, MA",25017.0,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,17.0,MA,Middlesex County
1829,"Middlesex County, MA",25017.0,2013,All other drug-induced causes,D9,17.0,MA,Middlesex County
1833,"Norfolk County, MA",25021.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,79.0,MA,Norfolk County
1834,"Norfolk County, MA",25021.0,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,MA,Norfolk County
1837,"Plymouth County, MA",25023.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,82.0,MA,Plymouth County
1838,"Plymouth County, MA",25023.0,2013,All other drug-induced causes,D9,12.0,MA,Plymouth County
1841,"Suffolk County, MA",25025.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,112.0,MA,Suffolk County
1842,"Suffolk County, MA",25025.0,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,MA,Suffolk County
1843,"Suffolk County, MA",25025.0,2013,All other drug-induced causes,D9,19.0,MA,Suffolk County
1846,"Worcester County, MA",25027.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,115.0,MA,Worcester County
1847,"Worcester County, MA",25027.0,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,MA,Worcester County
1848,"Worcester County, MA",25027.0,2013,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,18.0,MA,Worcester County
1853,"Allegan County, MI",26005.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,MI,Allegan County
1860,"Bay County, MI",26017.0,2013,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,17.0,MI,Bay County
1864,"Berrien County, MI",26021.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,MI,Berrien County
1868,"Calhoun County, MI",26025.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,MI,Calhoun County
1880,"Eaton County, MI",26045.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,MI,Eaton County
1884,"Genesee County, MI",26049.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,49.0,MI,Genesee County
1885,"Genesee County, MI",26049.0,2013,All other drug-induced causes,D9,33.0,MI,Genesee County
1895,"Ingham County, MI",26065.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,47.0,MI,Ingham County
1902,"Jackson County, MI",26075.0,2013,All other drug-induced causes,D9,19.0,MI,Jackson County
1905,"Kalamazoo County, MI",26077.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0,MI,Kalamazoo County
1909,"Kent County, MI",26081.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,53.0,MI,Kent County
1910,"Kent County, MI",26081.0,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0,MI,Kent County
1918,"Livingston County, MI",26093.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,MI,Livingston County
1923,"Macomb County, MI",26099.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,192.0,MI,Macomb County
1924,"Macomb County, MI",26099.0,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,19.0,MI,Macomb County
1925,"Macomb County, MI",26099.0,2013,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,26.0,MI,Macomb County
1926,"Macomb County, MI",26099.0,2013,All other drug-induced causes,D9,13.0,MI,Macomb County
1931,"Marquette County, MI",26103.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,MI,Marquette County
1939,"Monroe County, MI",26115.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0,MI,Monroe County
1943,"Muskegon County, MI",26121.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0,MI,Muskegon County
1947,"Oakland County, MI",26125.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,MI,Oakland County
1948,"Oakland County, MI",26125.0,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,31.0,MI,Oakland County
1949,"Oakland County, MI",26125.0,2013,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,46.0,MI,Oakland County
1950,"Oakland County, MI",26125.0,2013,All other drug-induced causes,D9,104.0,MI,Oakland County
1959,"Ottawa County, MI",26139.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,MI,Ottawa County
1964,"Saginaw County, MI",26145.0,2013,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,27.0,MI,Saginaw County
1967,"St. Clair County, MI",26147.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0,MI,St. Clair County
1975,"Van Buren County, MI",26159.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,MI,Van Buren County
1978,"Washtenaw County, MI",26161.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,46.0,MI,Washtenaw County
1981,"Wayne County, MI",26163.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,357.0,MI,Wayne County
1982,"Wayne County, MI",26163.0,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,27.0,MI,Wayne County
1983,"Wayne County, MI",26163.0,2013,All other drug-induced causes,D9,54.0,MI,Wayne County
1988,"Anoka County, MN",27003.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0,MN,Anoka County
1989,"Anoka County, MN",27003.0,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,MN,Anoka County
2008,"Dakota County, MN",27037.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,MN,Dakota County
2019,"Hennepin County, MN",27053.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,109.0,MN,Hennepin County
2020,"Hennepin County, MN",27053.0,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,28.0,MN,Hennepin County
2021,"Hennepin County, MN",27053.0,2013,All other drug-induced causes,D9,13.0,MN,Hennepin County
2052,"Olmsted County, MN",27109.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,MN,Olmsted County
2062,"Ramsey County, MN",27123.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,54.0,MN,Ramsey County
2063,"Ramsey County, MN",27123.0,2013,All other drug-induced causes,D9,10.0,MN,Ramsey County
2072,"St. Louis County, MN",27137.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,MN,St. Louis County
2078,"Stearns County, MN",27145.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,MN,Stearns County
2088,"Washington County, MN",27163.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,MN,Washington County
2111,"DeSoto County, MS",28033.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,MS,DeSoto County
2118,"Hancock County, MS",28045.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,MS,Hancock County
2120,"Harrison County, MS",28047.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0,MS,Harrison County
2128,"Jackson County, MS",28059.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,MS,Jackson County
2155,"Pearl River County, MS",28109.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,MS,Pearl River County
2162,"Rankin County, MS",28121.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,MS,Rankin County
2194,"Boone County, MO",29019.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,MO,Boone County
2196,"Buchanan County, MO",29021.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,MO,Buchanan County
2212,"Clay County, MO",29047.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,MO,Clay County
2226,"Franklin County, MO",29071.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,MO,Franklin County
2230,"Greene County, MO",29077.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,51.0,MO,Greene County
2241,"Jackson County, MO",29095.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,105.0,MO,Jackson County
2242,"Jackson County, MO",29095.0,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,MO,Jackson County
2246,"Jefferson County, MO",29099.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,52.0,MO,Jefferson County
2290,"St. Charles County, MO",29183.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0,MO,St. Charles County
2295,"St. Francois County, MO",29187.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,MO,St. Francois County
2297,"St. Louis County, MO",29189.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,146.0,MO,St. Louis County
2298,"St. Louis County, MO",29189.0,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,23.0,MO,St. Louis County
2313,"Warren County, MO",29219.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,MO,Warren County
2320,"St. Louis city, MO",29510.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,85.0,MO,St. Louis city
2329,"Cascade County, MT",30013.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,MT,Cascade County
2339,"Flathead County, MT",30029.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,MT,Flathead County
2358,"Missoula County, MT",30063.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,MT,Missoula County
2384,"Yellowstone County, MT",30111.0,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,MT,Yellowstone County
2385,"Yellowstone County, MT",30111.0,2013,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0,MT,Yellowstone County
2412,"Douglas County, NE",31055.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,NE,Douglas County
2437,"Lancaster County, NE",31109.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,NE,Lancaster County
2477,"Clark County, NV",32003.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,351.0,NV,Clark County
2478,"Clark County, NV",32003.0,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,77.0,NV,Clark County
2479,"Clark County, NV",32003.0,2013,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0,NV,Clark County
2495,"Washoe County, NV",32031.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,94.0,NV,Washoe County
2496,"Washoe County, NV",32031.0,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0,NV,Washoe County
2504,"Cheshire County, NH",33005.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,NH,Cheshire County
2510,"Hillsborough County, NH",33011.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,57.0,NH,Hillsborough County
2511,"Hillsborough County, NH",33011.0,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,NH,Hillsborough County
2514,"Merrimack County, NH",33013.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,NH,Merrimack County
2517,"Rockingham County, NH",33015.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0,NH,Rockingham County
2520,"Strafford County, NH",33017.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,NH,Strafford County
2524,"Atlantic County, NJ",34001.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,64.0,NJ,Atlantic County
2527,"Bergen County, NJ",34003.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,84.0,NJ,Bergen County
2528,"Bergen County, NJ",34003.0,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,NJ,Bergen County
2531,"Burlington County, NJ",34005.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,71.0,NJ,Burlington County
2532,"Burlington County, NJ",34005.0,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,NJ,Burlington County
2535,"Camden County, NJ",34007.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,137.0,NJ,Camden County
2538,"Cape May County, NJ",34009.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,NJ,Cape May County
2541,"Cumberland County, NJ",34011.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,NJ,Cumberland County
2544,"Essex County, NJ",34013.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,102.0,NJ,Essex County
2548,"Gloucester County, NJ",34015.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,79.0,NJ,Gloucester County
2551,"Hudson County, NJ",34017.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,54.0,NJ,Hudson County
2552,"Hudson County, NJ",34017.0,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,NJ,Hudson County
2557,"Mercer County, NJ",34021.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,40.0,NJ,Mercer County
2560,"Middlesex County, NJ",34023.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,68.0,NJ,Middlesex County
2563,"Monmouth County, NJ",34025.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,72.0,NJ,Monmouth County
2566,"Morris County, NJ",34027.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0,NJ,Morris County
2569,"Ocean County, NJ",34029.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,132.0,NJ,Ocean County
2570,"Ocean County, NJ",34029.0,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,NJ,Ocean County
2573,"Passaic County, NJ",34031.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,58.0,NJ,Passaic County
2577,"Somerset County, NJ",34035.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0,NJ,Somerset County
2580,"Sussex County, NJ",34037.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,NJ,Sussex County
2582,"Union County, NJ",34039.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,42.0,NJ,Union County
2585,"Warren County, NJ",34041.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,NJ,Warren County
2587,"Bernalillo County, NM",35001.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,124.0,NM,Bernalillo County
2588,"Bernalillo County, NM",35001.0,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,23.0,NM,Bernalillo County
2593,"Chaves County, NM",35005.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,NM,Chaves County
2601,"Dona Ana County, NM",35013.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,NM,Dona Ana County
2609,"Lea County, NM",35025.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,NM,Lea County
2620,"Rio Arriba County, NM",35039.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,NM,Rio Arriba County
2624,"Sandoval County, NM",35043.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,NM,Sandoval County
2627,"San Juan County, NM",35045.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,NM,San Juan County
2631,"Santa Fe County, NM",35049.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,40.0,NM,Santa Fe County
2639,"Valencia County, NM",35061.0,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,NM,Valencia County
